id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1554638969824022528,1554635597255524352,2022-08-03 05:53:08 +0430,2022-08-03,05:53:08,+0430,38029205,williamlegate,LeGate☮️ | pillow-fight.com CMO,,@POTUS THANK YOU MR. PRESIDENT!  You did what Republicans have failed time &amp; time again to do: PROTECT OUR VETS  Republicans sent our brave soldiers to fight wars for them in the Middle East &amp; your brought them home &amp; provided them with healthcare.  The troops love Dems!,en,[],[],[],22,24,222,[],[],https://twitter.com/williamlegate/status/1554638969824022528,False,,0,,Miami,,,,,,"[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': '1349149096909668363'}]",,,,
1554635436932448256,1554635436932448256,2022-08-03 05:39:06 +0430,2022-08-03,05:39:06,+0430,90558638,patriciajaniot,Patricia Janiot,,"El ataque mortal contra Al Zawahiri, líder de Al Qaeda implicado en el atentado del #11S representa para el gobierno de Biden un logro que quizás en algo lo reivindique, después de la desastrosa salida estadounidense de Afganistán",es,[],[],[],10,30,103,['11s'],[],https://twitter.com/patriciajaniot/status/1554635436932448256,False,,0,,Miami,,,,,,[],,,,
1554630723247677440,1554630723247677440,2022-08-03 05:20:22 +0430,2022-08-03,05:20:22,+0430,19422491,grantstern,Grant Stern is boosted!,,Joe Biden promised to do something everyone thought was impossible.  But it just happened.,en,[],[],[],5,57,226,[],[],https://twitter.com/grantstern/status/1554630723247677440,False,https://twitter.com/jaketapper/status/1554616632240218112,0,,Miami,,,,,,[],,,,
1554614909161205760,1554614909161205760,2022-08-03 04:17:32 +0430,2022-08-03,04:17:32,+0430,19568591,ananavarro,Ana Navarro-Cárdenas,,"PACT Act, which expands health-care and disability benefits for vets exposed to burn pits, just passed US Senate with 86 votes. Biden will sign it, and it’ll become law.  Despite all the nay-sayers, Biden’s managed to pass a hell of a lot of major bipartisan legislation. Good!",en,[],[],[],240,1603,14338,[],[],https://twitter.com/ananavarro/status/1554614909161205760,False,,0,,Miami,,,,,,[],,,,
1554607098880729088,1554607098880729088,2022-08-03 03:46:30 +0430,2022-08-03,03:46:30,+0430,19422491,grantstern,Grant Stern is boosted!,,President Biden promised to bring back bipartisan legislation to America.  - Gun Reform - CHIPS Act - Infrastructure bill  Now we can add the PACT Act to #HelpBurnPitVets.  Will SOMEONE give Democrats or this President credit for getting things done in DC with tiny majorities???,en,[],[],[],6,134,380,['helpburnpitvets'],[],https://twitter.com/grantstern/status/1554607098880729088,False,,0,,Miami,,,,,,[],,,,
1554603853378715651,1554603853378715651,2022-08-03 03:33:36 +0430,2022-08-03,03:33:36,+0430,1031747223569227776,darrenjbeattie,Darren J. Beattie 🌐,,"What if China offered all of their dirt on Biden, Clinton, Bushes, Mitch McConnell, in exchange for Taiwan?",en,[],[],[],211,349,2017,[],[],https://twitter.com/DarrenJBeattie/status/1554603853378715651,False,,0,,Miami,,,,,,[],,,,
1554593813179408384,1554593813179408384,2022-08-03 02:53:42 +0430,2022-08-03,02:53:42,+0430,250166431,leablackmiami,Lea Black,,"For the Pentagon, Secret Service,Department of  Defense to all delete texts during the insurrection-they must be hiding something really BIG! What’s their excuse? Will it be better than the Secret Service one? They better get creative. @POTUS @WHCOS FIRE THEM ALL NOW.INVESTIGATE",en,"[{'screen_name': 'potus', 'name': 'president biden', 'id': '1349149096909668363'}, {'screen_name': 'whcos', 'name': 'ronald klain', 'id': '1351284403801108481'}]",[],[],5,5,51,[],[],https://twitter.com/LeaBlackMiami/status/1554593813179408384,False,,0,,Miami,,,,,,[],,,,
1554585615051608064,1554585615051608064,2022-08-03 02:21:08 +0430,2022-08-03,02:21:08,+0430,1187835922118787073,lavern_spicer,Lavern Spicer 🇺🇸,,"Honestly, I’m way more worried about the MANY MANY terrorists that sneaked in through Biden’s open border than I am the ONE he says he killed who I never even heard of 🤷🏾‍♀️",en,[],[],[],548,710,4634,[],[],https://twitter.com/lavern_spicer/status/1554585615051608064,False,,0,,Miami,,,,,,[],,,,
1554549881066463242,1554549881066463242,2022-08-02 23:59:08 +0430,2022-08-02,23:59:08,+0430,114741363,escesarvidal,César Vidal,,Biden lleva 4 dosis y ahora nos dicen que sufre corona persistente. No creo yo que Biden esté peor atendido medicamente que el común de los mortales. Me da la impresión de que los inventores de la vacuna se están cubriendo de gloria...,es,[],[],[],156,1016,3083,[],[],https://twitter.com/esCesarVidal/status/1554549881066463242,False,,0,,Miami,,,,,,[],,,,
1554531233215946755,1554531233215946755,2022-08-02 22:45:02 +0430,2022-08-02,22:45:02,+0430,750046943905058816,debbieforfl,Debbie Mucarsel-Powell,,Our nation wins under strong democratic leadership:   ✅ @POTUS orders military to kill terrorist Al-Qaida leader in a successful strike leaving no other casualties.   ✅ @VP Harris comes to Miami to announce $1 bill investments for climate resilience.  #TuPoder 👊🏼 works!  https://t.co/coreyH6DOj,en,"[{'screen_name': 'potus', 'name': 'president biden', 'id': '1349149096909668363'}, {'screen_name': 'vp', 'name': 'vice president kamala harris', 'id': '803694179079458816'}]",[],['https://pbs.twimg.com/media/FZLN6fjXgAANDGa.jpg'],3,24,47,['tupoder'],[],https://twitter.com/DebbieforFL/status/1554531233215946755,False,,1,https://pbs.twimg.com/media/FZLN6fjXgAANDGa.jpg,Miami,,,,,,[],,,,
